customer_id,nombre,ciudad,segmento,fecha_registro
C01238,Cliente 1238,Portoviejo,VIP,2021-10-10
C01239,Cliente 1239,Portoviejo,Corporativo,2021-04-18
C01240,Cliente 1240,Guayaquil,Corporativo,2021-04-16
C01241,Cliente 1241,Montecristi,VIP,2022-01-26
C01242,Cliente 1242,Montecristi,Retail,2023-03-25
C01243,Cliente 1243,Quito,Mayorista,2022-09-18
C01244,Cliente 1244,Portoviejo,VIP,2023-06-10
C01245,Cliente 1245,Cuenca,Retail,2022-02-07
C01246,Cliente 1246,Quito,Retail,2023-02-06
C01247,Cliente 1247,Portoviejo,VIP,2023-06-29
C01248,Cliente 1248,Manta,Retail,2021-07-24
C01249,Cliente 1249,Portoviejo,Corporativo,2022-07-12
C01250,Cliente 1250,Cuenca,Retail,2023-07-22
C01251,Cliente 1251,Quito,Corporativo,2021-11-05
C01252,Cliente 1252,Portoviejo,VIP,2023-09-06
C01253,Cliente 1253,Manta,Mayorista,2021-07-16
C01254,Cliente 1254,Guayaquil,Mayorista,2021-02-04
C01255,Cliente 1255,Cuenca,Mayorista,2023-10-25
C01256,Cliente 1256,Montecristi,Retail,2023-01-19
C01257,Cliente 1257,Portoviejo,Retail,2021-12-26
C01258,Cliente 1258,Manta,Corporativo,2023-02-13
C01259,Cliente 1259,Guayaquil,VIP,2021-10-05
C01260,Cliente 1260,Cuenca,Mayorista,2021-09-23
C01261,Cliente 1261,Manta,Retail,2021-02-05
C01262,Cliente 1262,Cuenca,Corporativo,2023-07-01
C01263,Cliente 1263,Guayaquil,Corporativo,2022-01-19
C01264,Cliente 1264,Cuenca,Mayorista,2022-09-25
C01265,Cliente 1265,Quito,Retail,2021-06-14
C01266,Cliente 1266,Portoviejo,VIP,2022-07-16
C01267,Cliente 1267,Manta,Retail,2021-03-01
C01268,Cliente 1268,Guayaquil,Corporativo,2021-03-07
C01269,Cliente 1269,Cuenca,Corporativo,2023-05-07
C01270,Cliente 1270,Montecristi,VIP,2022-08-07
C01271,Cliente 1271,Cuenca,VIP,2021-11-20
C01272,Cliente 1272,Guayaquil,VIP,2022-08-21
C01273,Cliente 1273,Cuenca,Retail,2021-06-02
C01274,Cliente 1274,Manta,Corporativo,2021-04-19
C01275,Cliente 1275,Quito,Mayorista,2023-08-16
C01276,Cliente 1276,Guayaquil,VIP,2022-09-18
C01277,Cliente 1277,Cuenca,Retail,2022-01-08
C01278,Cliente 1278,Portoviejo,Corporativo,2022-07-11
C01279,Cliente 1279,Quito,Corporativo,2023-06-25
C01280,Cliente 1280,Cuenca,Mayorista,2023-07-30
C01281,Cliente 1281,Guayaquil,Corporativo,2021-05-01
C01282,Cliente 1282,Cuenca,Corporativo,2022-10-11
C01283,Cliente 1283,Montecristi,Mayorista,2022-12-23
C01284,Cliente 1284,Montecristi,Mayorista,2021-03-16
C01285,Cliente 1285,Montecristi,Mayorista,2022-09-08
C01286,Cliente 1286,Portoviejo,Mayorista,2022-07-07
C01287,Cliente 1287,Portoviejo,Corporativo,2022-11-12
C01288,Cliente 1288,Manta,Retail,2023-02-16
C01289,Cliente 1289,Montecristi,VIP,2023-07-25
C01290,Cliente 1290,Cuenca,Retail,2023-12-19
C01291,Cliente 1291,Guayaquil,Corporativo,2021-04-19
C01292,Cliente 1292,Cuenca,Corporativo,2021-03-29
C01293,Cliente 1293,Portoviejo,Corporativo,2021-04-01
C01294,Cliente 1294,Portoviejo,Mayorista,2021-10-09
C01295,Cliente 1295,Cuenca,VIP,2023-09-13
C01296,Cliente 1296,Cuenca,Retail,2021-04-27
C01297,Cliente 1297,Guayaquil,VIP,2021-03-08
C01298,Cliente 1298,Quito,Retail,2023-01-09
C01299,Cliente 1299,Quito,Corporativo,2021-02-04
C01300,Cliente 1300,Manta,Mayorista,2023-12-15
C01301,Cliente 1301,Cuenca,Retail,2021-11-15
C01302,Cliente 1302,Guayaquil,Corporativo,2022-03-06
C01303,Cliente 1303,Cuenca,Corporativo,2022-12-14
C01304,Cliente 1304,Guayaquil,VIP,2022-09-03
C01305,Cliente 1305,Guayaquil,Mayorista,2022-01-29
C01306,Cliente 1306,Quito,Mayorista,2021-03-16
C01307,Cliente 1307,Montecristi,Corporativo,2021-08-26
C01308,Cliente 1308,Quito,Corporativo,2021-12-15
C01309,Cliente 1309,Portoviejo,Mayorista,2021-06-22
C01310,Cliente 1310,Manta,Corporativo,2022-09-20
C01311,Cliente 1311,Cuenca,VIP,2022-09-06
C01312,Cliente 1312,Portoviejo,Mayorista,2021-11-12
C01313,Cliente 1313,Quito,Retail,2023-03-01
C01314,Cliente 1314,Quito,VIP,2023-01-05
C01315,Cliente 1315,Montecristi,Corporativo,2023-04-01
C01316,Cliente 1316,Guayaquil,Corporativo,2021-04-10
C01317,Cliente 1317,Quito,Retail,2023-09-26
C01318,Cliente 1318,Manta,Mayorista,2023-02-01
C01319,Cliente 1319,Quito,Retail,2022-07-30
C01320,Cliente 1320,Montecristi,Corporativo,2021-06-24
C01321,Cliente 1321,Guayaquil,Corporativo,2022-07-18
C01322,Cliente 1322,Guayaquil,Retail,2022-07-23
C01323,Cliente 1323,Manta,Corporativo,2021-09-10
C01324,Cliente 1324,Cuenca,Mayorista,2022-11-20
C01325,Cliente 1325,Guayaquil,Corporativo,2022-05-29
C01326,Cliente 1326,Quito,VIP,2021-02-20
C01327,Cliente 1327,Quito,Corporativo,2023-07-25
C01328,Cliente 1328,Montecristi,Mayorista,2021-05-27
C01329,Cliente 1329,Montecristi,Corporativo,2023-01-23
C01330,Cliente 1330,Montecristi,VIP,2021-08-21
C01331,Cliente 1331,Manta,Mayorista,2023-08-08
C01332,Cliente 1332,Portoviejo,Corporativo,2022-01-28
C01333,Cliente 1333,Montecristi,Corporativo,2022-03-24
C01334,Cliente 1334,Cuenca,VIP,2022-07-03
C01335,Cliente 1335,Quito,Corporativo,2022-06-25
C01336,Cliente 1336,Quito,VIP,2021-01-30
C01337,Cliente 1337,Portoviejo,Retail,2023-01-24
C01338,Cliente 1338,Montecristi,Mayorista,2023-04-20
C01339,Cliente 1339,Montecristi,Retail,2022-08-04
C01340,Cliente 1340,Portoviejo,VIP,2022-10-27
C01341,Cliente 1341,Manta,Retail,2023-06-05
C01342,Cliente 1342,Cuenca,Retail,2021-05-07
C01343,Cliente 1343,Quito,Retail,2023-11-09
C01344,Cliente 1344,Guayaquil,Mayorista,2023-06-03
C01345,Cliente 1345,Montecristi,VIP,2023-07-13
C01346,Cliente 1346,Portoviejo,Mayorista,2022-04-08
C01347,Cliente 1347,Quito,Mayorista,2022-05-30
C01348,Cliente 1348,Cuenca,Mayorista,2023-04-08
C01349,Cliente 1349,Manta,Corporativo,2023-11-04
C01350,Cliente 1350,Quito,VIP,2022-03-06
C01351,Cliente 1351,Cuenca,VIP,2022-06-23
C01352,Cliente 1352,Montecristi,Mayorista,2023-03-31
C01353,Cliente 1353,Montecristi,VIP,2021-06-10
C01354,Cliente 1354,Montecristi,Corporativo,2021-01-24
C01355,Cliente 1355,Quito,Mayorista,2022-01-20
C01356,Cliente 1356,Quito,Corporativo,2023-07-02
C01357,Cliente 1357,Quito,Corporativo,2021-12-13
C01358,Cliente 1358,Guayaquil,Retail,2023-02-17
C01359,Cliente 1359,Cuenca,Mayorista,2024-01-01
C01360,Cliente 1360,Guayaquil,VIP,2022-01-27
C01361,Cliente 1361,Manta,VIP,2021-01-01
C01362,Cliente 1362,Guayaquil,Retail,2021-04-29
C01363,Cliente 1363,Guayaquil,Mayorista,2021-08-03
C01364,Cliente 1364,Cuenca,Corporativo,2023-12-18
C01365,Cliente 1365,Quito,VIP,2022-12-11
C01366,Cliente 1366,Portoviejo,Mayorista,2021-10-15
C01367,Cliente 1367,Quito,Mayorista,2021-10-25
C01368,Cliente 1368,Manta,VIP,2022-07-12
C01369,Cliente 1369,Cuenca,Corporativo,2022-08-29
C01370,Cliente 1370,Montecristi,Corporativo,2022-05-28
C01371,Cliente 1371,Portoviejo,Retail,2021-09-08
C01372,Cliente 1372,Portoviejo,Corporativo,2022-12-24
C01373,Cliente 1373,Montecristi,VIP,2023-05-20
C01374,Cliente 1374,Guayaquil,VIP,2021-06-18
C01375,Cliente 1375,Guayaquil,Retail,2022-12-13
C01376,Cliente 1376,Manta,Retail,2023-02-24
C01377,Cliente 1377,Manta,Corporativo,2022-12-17
C01378,Cliente 1378,Portoviejo,VIP,2022-06-29
C01379,Cliente 1379,Portoviejo,Retail,2023-12-16
C01380,Cliente 1380,Manta,VIP,2023-02-27
C01381,Cliente 1381,Guayaquil,VIP,2022-10-14
C01382,Cliente 1382,Quito,Corporativo,2022-04-03
C01383,Cliente 1383,Montecristi,Retail,2021-05-27
C01384,Cliente 1384,Manta,Mayorista,2022-02-24
C01385,Cliente 1385,Guayaquil,VIP,2023-09-09
C01386,Cliente 1386,Cuenca,VIP,2023-08-08
C01387,Cliente 1387,Portoviejo,Corporativo,2022-12-26
C01388,Cliente 1388,Manta,Retail,2021-11-11
C01389,Cliente 1389,Quito,VIP,2022-08-10
C01390,Cliente 1390,Montecristi,Retail,2022-08-13
C01391,Cliente 1391,Quito,Retail,2022-11-20
C01392,Cliente 1392,Montecristi,Mayorista,2021-01-29
C01393,Cliente 1393,Quito,Corporativo,2021-05-08
C01394,Cliente 1394,Portoviejo,Retail,2022-03-11
C01395,Cliente 1395,Manta,Corporativo,2021-01-30
C01396,Cliente 1396,Montecristi,Corporativo,2021-04-21
C01397,Cliente 1397,Guayaquil,Retail,2022-11-21
C01398,Cliente 1398,Manta,Mayorista,2022-10-12
C01399,Cliente 1399,Guayaquil,Retail,2021-07-26
C01400,Cliente 1400,Guayaquil,Retail,2023-01-24
C01401,Cliente 1401,Portoviejo,Retail,2021-10-13
C01402,Cliente 1402,Cuenca,VIP,2023-10-07
C01403,Cliente 1403,Guayaquil,Retail,2023-02-18
C01404,Cliente 1404,Portoviejo,VIP,2022-08-10
C01405,Cliente 1405,Montecristi,Corporativo,2023-06-28
C01406,Cliente 1406,Manta,Corporativo,2023-09-01
C01407,Cliente 1407,Montecristi,Retail,2023-02-20
C01408,Cliente 1408,Quito,Mayorista,2023-04-19
C01409,Cliente 1409,Cuenca,Corporativo,2022-03-24
C01410,Cliente 1410,Montecristi,Mayorista,2021-07-17
C01411,Cliente 1411,Montecristi,VIP,2023-11-19
C01412,Cliente 1412,Montecristi,Mayorista,2021-12-29
C01413,Cliente 1413,Manta,VIP,2022-08-06
C01414,Cliente 1414,Cuenca,Corporativo,2021-07-19
C01415,Cliente 1415,Portoviejo,Mayorista,2021-04-03
C01416,Cliente 1416,Guayaquil,VIP,2022-01-19
C01417,Cliente 1417,Cuenca,Mayorista,2022-06-17
C01418,Cliente 1418,Cuenca,Mayorista,2023-08-13
C01419,Cliente 1419,Guayaquil,Corporativo,2021-06-25
C01420,Cliente 1420,Quito,Retail,2021-12-11
C01421,Cliente 1421,Quito,Mayorista,2021-03-01
C01422,Cliente 1422,Cuenca,Corporativo,2023-11-24
C01423,Cliente 1423,Guayaquil,Retail,2022-08-30
C01424,Cliente 1424,Portoviejo,VIP,2021-10-30
C01425,Cliente 1425,Cuenca,Corporativo,2023-02-20
C01426,Cliente 1426,Quito,Corporativo,2022-03-12
C01427,Cliente 1427,Manta,Retail,2023-05-20
C01428,Cliente 1428,Portoviejo,Mayorista,2023-10-04
C01429,Cliente 1429,Portoviejo,Retail,2023-10-29
C01430,Cliente 1430,Portoviejo,Retail,2021-04-12
C01431,Cliente 1431,Cuenca,VIP,2023-10-28
C01432,Cliente 1432,Cuenca,Corporativo,2021-04-03
C01433,Cliente 1433,Guayaquil,Mayorista,2023-09-23
C01434,Cliente 1434,Manta,Mayorista,2023-08-09
C01435,Cliente 1435,Manta,VIP,2021-03-31
C01436,Cliente 1436,Guayaquil,VIP,2023-08-30
C01437,Cliente 1437,Montecristi,Retail,2021-12-07
C01438,Cliente 1438,Cuenca,Retail,2022-07-06
C01439,Cliente 1439,Guayaquil,Retail,2023-08-10
C01440,Cliente 1440,Cuenca,Retail,2022-10-16
C01441,Cliente 1441,Montecristi,Mayorista,2023-06-08
C01442,Cliente 1442,Quito,Mayorista,2021-01-08
C01443,Cliente 1443,Cuenca,Mayorista,2022-12-02
C01444,Cliente 1444,Cuenca,VIP,2022-12-31
C01445,Cliente 1445,Montecristi,Corporativo,2023-05-30
C01446,Cliente 1446,Montecristi,VIP,2021-06-06
C01447,Cliente 1447,Portoviejo,Mayorista,2023-06-02
C01448,Cliente 1448,Cuenca,Corporativo,2021-10-01
C01449,Cliente 1449,Cuenca,VIP,2023-02-12
C01450,Cliente 1450,Guayaquil,Corporativo,2022-01-10
C01451,Cliente 1451,Quito,VIP,2021-12-01
C01452,Cliente 1452,Cuenca,Mayorista,2022-03-10
C01453,Cliente 1453,Quito,Corporativo,2022-10-20
C01454,Cliente 1454,Quito,VIP,2021-12-25
C01455,Cliente 1455,Manta,Retail,2021-10-10
C01456,Cliente 1456,Cuenca,Retail,2022-05-29
C01457,Cliente 1457,Portoviejo,Corporativo,2021-02-05
C01458,Cliente 1458,Guayaquil,Mayorista,2023-12-19
C01459,Cliente 1459,Guayaquil,Retail,2022-10-19
C01460,Cliente 1460,Cuenca,Mayorista,2022-06-15
C01461,Cliente 1461,Manta,VIP,2023-06-22
C01462,Cliente 1462,Portoviejo,Mayorista,2022-01-03
C01463,Cliente 1463,Guayaquil,Mayorista,2022-07-08
C01464,Cliente 1464,Guayaquil,Corporativo,2022-09-11
C01465,Cliente 1465,Cuenca,VIP,2023-06-27
C01466,Cliente 1466,Montecristi,Retail,2022-10-13
C01467,Cliente 1467,Quito,Mayorista,2022-03-08
C01468,Cliente 1468,Montecristi,Retail,2021-04-07
C01469,Cliente 1469,Manta,VIP,2022-04-26
C01470,Cliente 1470,Manta,Corporativo,2023-07-25
C01471,Cliente 1471,Quito,VIP,2022-01-19
C01472,Cliente 1472,Portoviejo,Retail,2023-04-30
C01473,Cliente 1473,Manta,Corporativo,2021-11-09
C01474,Cliente 1474,Manta,Corporativo,2021-01-23
C01475,Cliente 1475,Guayaquil,Mayorista,2023-03-01
C01476,Cliente 1476,Manta,VIP,2023-02-22
C01477,Cliente 1477,Cuenca,Retail,2021-07-03
C01478,Cliente 1478,Quito,Corporativo,2022-10-04
C01479,Cliente 1479,Portoviejo,Mayorista,2021-10-16
C01480,Cliente 1480,Manta,VIP,2022-02-12
C01481,Cliente 1481,Cuenca,VIP,2023-09-23
C01482,Cliente 1482,Manta,VIP,2022-07-13
C01483,Cliente 1483,Quito,Mayorista,2021-03-10
C01484,Cliente 1484,Quito,Mayorista,2023-03-31
C01485,Cliente 1485,Quito,Mayorista,2021-04-07
C01486,Cliente 1486,Portoviejo,Mayorista,2021-01-23
C01487,Cliente 1487,Guayaquil,VIP,2023-08-08
C01488,Cliente 1488,Montecristi,Retail,2022-03-10
C01489,Cliente 1489,Montecristi,VIP,2023-05-16
C01490,Cliente 1490,Guayaquil,Corporativo,2021-08-17
C01491,Cliente 1491,Guayaquil,Corporativo,2022-12-07
C01492,Cliente 1492,Guayaquil,Mayorista,2023-11-13
C01493,Cliente 1493,Cuenca,VIP,2022-01-15
C01494,Cliente 1494,Quito,Retail,2023-03-09
C01495,Cliente 1495,Portoviejo,Corporativo,2022-09-10
C01496,Cliente 1496,Montecristi,Retail,2023-02-16
C01497,Cliente 1497,Montecristi,Retail,2023-05-16
C01498,Cliente 1498,Cuenca,Mayorista,2022-08-22
C01499,Cliente 1499,Manta,Corporativo,2022-05-22
C01500,Cliente 1500,Guayaquil,VIP,2023-05-19
C01501,Cliente 1501,Manta,Corporativo,2021-05-12
C01502,Cliente 1502,Montecristi,Mayorista,2022-10-30
C01503,Cliente 1503,Cuenca,Corporativo,2022-11-10
C01504,Cliente 1504,Cuenca,Mayorista,2021-04-17
C01505,Cliente 1505,Quito,Retail,2023-11-25
C01506,Cliente 1506,Portoviejo,Retail,2022-07-27
C01507,Cliente 1507,Portoviejo,Corporativo,2022-05-30
C01508,Cliente 1508,Quito,Retail,2023-09-15
C01509,Cliente 1509,Quito,Corporativo,2023-08-18
C01510,Cliente 1510,Manta,Retail,2021-12-25
C01511,Cliente 1511,Montecristi,VIP,2022-05-12
C01512,Cliente 1512,Quito,Retail,2022-09-15
C01513,Cliente 1513,Quito,Retail,2022-03-26
C01514,Cliente 1514,Portoviejo,VIP,2022-12-16
C01515,Cliente 1515,Manta,Mayorista,2023-11-18
C01516,Cliente 1516,Guayaquil,Corporativo,2021-01-12
C01517,Cliente 1517,Quito,Mayorista,2021-04-03
C01518,Cliente 1518,Guayaquil,Corporativo,2023-11-25
C01519,Cliente 1519,Montecristi,Corporativo,2022-01-04
C01520,Cliente 1520,Cuenca,Corporativo,2022-09-05
C01521,Cliente 1521,Montecristi,Corporativo,2023-08-28
C01522,Cliente 1522,Manta,Corporativo,2021-10-31
C01523,Cliente 1523,Portoviejo,Corporativo,2022-09-27
C01524,Cliente 1524,Montecristi,Mayorista,2021-10-19
C01525,Cliente 1525,Montecristi,VIP,2023-07-06
C01526,Cliente 1526,Montecristi,Mayorista,2021-01-30
C01527,Cliente 1527,Portoviejo,Mayorista,2021-08-30
C01528,Cliente 1528,Guayaquil,Corporativo,2021-08-11
C01529,Cliente 1529,Cuenca,Mayorista,2021-06-26
C01530,Cliente 1530,Montecristi,Mayorista,2022-11-04
C01531,Cliente 1531,Portoviejo,Corporativo,2022-11-13
C01532,Cliente 1532,Portoviejo,VIP,2021-01-24
C01533,Cliente 1533,Montecristi,Mayorista,2023-03-10
C01534,Cliente 1534,Manta,Retail,2022-03-22
C01535,Cliente 1535,Guayaquil,Mayorista,2022-12-20
C01536,Cliente 1536,Guayaquil,VIP,2023-11-02
C01537,Cliente 1537,Guayaquil,VIP,2021-09-11
C01538,Cliente 1538,Portoviejo,Mayorista,2022-06-20
C01539,Cliente 1539,Portoviejo,Mayorista,2023-05-28
C01540,Cliente 1540,Cuenca,Corporativo,2023-11-09
C01541,Cliente 1541,Cuenca,Mayorista,2022-09-16
C01542,Cliente 1542,Montecristi,Retail,2022-09-16
C01543,Cliente 1543,Manta,VIP,2021-12-27
C01544,Cliente 1544,Cuenca,VIP,2023-04-02
C01545,Cliente 1545,Portoviejo,VIP,2021-11-27
C01546,Cliente 1546,Quito,Mayorista,2021-03-31
C01547,Cliente 1547,Portoviejo,Mayorista,2023-01-31
C01548,Cliente 1548,Quito,Retail,2023-10-27
C01549,Cliente 1549,Quito,Mayorista,2022-06-28
C01550,Cliente 1550,Portoviejo,Retail,2022-11-12
C01551,Cliente 1551,Quito,VIP,2023-01-04
C01552,Cliente 1552,Quito,Mayorista,2022-03-07
C01553,Cliente 1553,Quito,Retail,2021-08-09
C01554,Cliente 1554,Montecristi,Corporativo,2021-11-13
C01555,Cliente 1555,Cuenca,Retail,2021-10-16
C01556,Cliente 1556,Manta,VIP,2021-01-30
C01557,Cliente 1557,Manta,Mayorista,2021-06-10
C01558,Cliente 1558,Cuenca,VIP,2021-02-03
C01559,Cliente 1559,Cuenca,VIP,2023-10-13
C01560,Cliente 1560,Montecristi,Retail,2021-02-08
C01561,Cliente 1561,Guayaquil,VIP,2022-12-09
C01562,Cliente 1562,Guayaquil,Corporativo,2021-10-08
C01563,Cliente 1563,Portoviejo,VIP,2021-06-01
C01564,Cliente 1564,Cuenca,Retail,2022-05-09
C01565,Cliente 1565,Portoviejo,VIP,2021-02-07
C01566,Cliente 1566,Manta,Retail,2021-06-20
C01567,Cliente 1567,Cuenca,Mayorista,2022-12-29
C01568,Cliente 1568,Quito,Corporativo,2021-10-18
C01569,Cliente 1569,Manta,Mayorista,2021-06-22
C01570,Cliente 1570,Cuenca,Mayorista,2021-06-16
C01571,Cliente 1571,Manta,Corporativo,2021-06-14
C01572,Cliente 1572,Montecristi,Mayorista,2022-03-09
C01573,Cliente 1573,Manta,Retail,2023-04-23
C01574,Cliente 1574,Montecristi,Corporativo,2021-06-25
C01575,Cliente 1575,Cuenca,VIP,2023-07-11
C01576,Cliente 1576,Cuenca,Mayorista,2021-02-18
C01577,Cliente 1577,Cuenca,VIP,2021-11-17
C01578,Cliente 1578,Portoviejo,Corporativo,2023-10-04
C01579,Cliente 1579,Portoviejo,Mayorista,2023-02-28
C01580,Cliente 1580,Montecristi,Retail,2022-12-31
C01581,Cliente 1581,Guayaquil,Corporativo,2021-08-25
C01582,Cliente 1582,Guayaquil,Mayorista,2021-07-02
C01583,Cliente 1583,Portoviejo,Mayorista,2023-05-06
C01584,Cliente 1584,Cuenca,Corporativo,2023-12-25
C01585,Cliente 1585,Quito,VIP,2023-12-07
C01586,Cliente 1586,Cuenca,Retail,2021-03-16
C01587,Cliente 1587,Portoviejo,Mayorista,2021-03-27
C01588,Cliente 1588,Quito,VIP,2021-05-02
C01589,Cliente 1589,Manta,Retail,2021-07-11
C01590,Cliente 1590,Cuenca,Corporativo,2022-08-18
C01591,Cliente 1591,Manta,Mayorista,2022-11-02
C01592,Cliente 1592,Manta,Corporativo,2023-03-04
C01593,Cliente 1593,Portoviejo,Retail,2023-10-18
C01594,Cliente 1594,Guayaquil,Retail,2022-04-30
C01595,Cliente 1595,Manta,VIP,2023-09-23
C01596,Cliente 1596,Portoviejo,Corporativo,2023-01-01
C01597,Cliente 1597,Quito,Corporativo,2023-01-03
C01598,Cliente 1598,Manta,Corporativo,2023-10-20
C01599,Cliente 1599,Guayaquil,VIP,2022-03-11
C01600,Cliente 1600,Quito,Retail,2023-08-16
C01601,Cliente 1601,Quito,Mayorista,2022-05-12
C01602,Cliente 1602,Montecristi,Corporativo,2023-04-27
C01603,Cliente 1603,Cuenca,VIP,2022-02-26
C01604,Cliente 1604,Portoviejo,Mayorista,2021-01-22
C01605,Cliente 1605,Manta,Retail,2023-09-04
C01606,Cliente 1606,Montecristi,Corporativo,2021-04-16
C01607,Cliente 1607,Cuenca,Corporativo,2021-08-10
C01608,Cliente 1608,Cuenca,Corporativo,2022-07-19
C01609,Cliente 1609,Cuenca,VIP,2023-04-11
C01610,Cliente 1610,Montecristi,VIP,2021-02-01
C01611,Cliente 1611,Portoviejo,Mayorista,2021-03-29
C01612,Cliente 1612,Portoviejo,Retail,2022-05-17
C01613,Cliente 1613,Manta,VIP,2023-05-04
C01614,Cliente 1614,Montecristi,Mayorista,2023-05-05
C01615,Cliente 1615,Quito,Retail,2021-09-04
C01616,Cliente 1616,Guayaquil,Mayorista,2022-02-17
C01617,Cliente 1617,Montecristi,Mayorista,2023-12-09
C01618,Cliente 1618,Guayaquil,Retail,2022-06-04
C01619,Cliente 1619,Guayaquil,Corporativo,2022-04-11
C01620,Cliente 1620,Manta,Corporativo,2023-12-20
C01621,Cliente 1621,Quito,Retail,2022-02-01
C01622,Cliente 1622,Portoviejo,Corporativo,2023-01-07
C01623,Cliente 1623,Montecristi,VIP,2022-02-08
C01624,Cliente 1624,Manta,Mayorista,2021-05-05
C01625,Cliente 1625,Portoviejo,VIP,2021-04-20
C01626,Cliente 1626,Quito,VIP,2022-02-14
C01627,Cliente 1627,Cuenca,Corporativo,2023-09-09
C01628,Cliente 1628,Cuenca,Retail,2022-03-26
C01629,Cliente 1629,Cuenca,Corporativo,2022-11-01
C01630,Cliente 1630,Manta,Mayorista,2022-01-07
C01631,Cliente 1631,Manta,Corporativo,2022-06-06
C01632,Cliente 1632,Montecristi,Mayorista,2021-11-24
C01633,Cliente 1633,Portoviejo,Retail,2021-10-26
C01634,Cliente 1634,Montecristi,Corporativo,2022-04-10
C01635,Cliente 1635,Guayaquil,VIP,2023-10-29
C01636,Cliente 1636,Quito,Mayorista,2023-07-08
C01637,Cliente 1637,Quito,Corporativo,2021-12-01
C01638,Cliente 1638,Cuenca,Corporativo,2022-10-16
C01639,Cliente 1639,Manta,Corporativo,2023-01-08
C01640,Cliente 1640,Portoviejo,Retail,2023-10-17
C01641,Cliente 1641,Cuenca,Retail,2021-07-07
C01642,Cliente 1642,Cuenca,Mayorista,2021-04-18
C01643,Cliente 1643,Guayaquil,VIP,2022-12-08
C01644,Cliente 1644,Guayaquil,Corporativo,2021-01-24
C01645,Cliente 1645,Manta,Mayorista,2023-03-14
C01646,Cliente 1646,Montecristi,Retail,2022-11-07
C01647,Cliente 1647,Quito,Retail,2021-06-05
C01648,Cliente 1648,Guayaquil,Retail,2023-12-24
C01649,Cliente 1649,Guayaquil,VIP,2023-07-07
C01650,Cliente 1650,Manta,Corporativo,2023-09-29
C01651,Cliente 1651,Cuenca,Corporativo,2023-11-16
C01652,Cliente 1652,Guayaquil,Mayorista,2022-10-29
C01653,Cliente 1653,Guayaquil,Corporativo,2022-12-03
C01654,Cliente 1654,Guayaquil,VIP,2021-01-06
C01655,Cliente 1655,Guayaquil,Mayorista,2023-05-06
C01656,Cliente 1656,Guayaquil,Retail,2023-02-13
C01657,Cliente 1657,Cuenca,Retail,2023-12-01
C01658,Cliente 1658,Cuenca,Corporativo,2022-11-04
C01659,Cliente 1659,Guayaquil,Mayorista,2022-03-20
C01660,Cliente 1660,Cuenca,Mayorista,2022-05-31
C01661,Cliente 1661,Manta,Corporativo,2023-01-16
C01662,Cliente 1662,Cuenca,VIP,2022-02-07
C01663,Cliente 1663,Portoviejo,Retail,2023-09-20
C01664,Cliente 1664,Montecristi,Retail,2021-05-12
C01665,Cliente 1665,Quito,Retail,2023-05-30
C01666,Cliente 1666,Quito,VIP,2023-07-09
C01667,Cliente 1667,Montecristi,VIP,2022-12-31
C01668,Cliente 1668,Guayaquil,Corporativo,2022-01-03
C01669,Cliente 1669,Montecristi,Retail,2022-11-22
C01670,Cliente 1670,Cuenca,Mayorista,2021-05-23
C01671,Cliente 1671,Montecristi,VIP,2023-06-25
C01672,Cliente 1672,Quito,Corporativo,2023-06-16
C01673,Cliente 1673,Quito,Mayorista,2021-05-23
C01674,Cliente 1674,Portoviejo,Corporativo,2022-09-30
C01675,Cliente 1675,Quito,Mayorista,2021-12-18
C01676,Cliente 1676,Guayaquil,VIP,2022-02-24
C01677,Cliente 1677,Manta,Retail,2021-04-08
C01678,Cliente 1678,Manta,Corporativo,2021-05-03
C01679,Cliente 1679,Quito,Mayorista,2021-04-26
C01680,Cliente 1680,Guayaquil,Mayorista,2022-06-02
C01681,Cliente 1681,Manta,VIP,2021-02-25
C01682,Cliente 1682,Guayaquil,Retail,2023-05-27
C01683,Cliente 1683,Cuenca,VIP,2022-04-23
C01684,Cliente 1684,Cuenca,VIP,2021-10-03
C01685,Cliente 1685,Cuenca,Mayorista,2022-08-31
C01686,Cliente 1686,Quito,VIP,2023-02-10
C01687,Cliente 1687,Guayaquil,Mayorista,2023-08-19
C01688,Cliente 1688,Quito,Corporativo,2021-08-02
C01689,Cliente 1689,Portoviejo,Retail,2022-09-05
C01690,Cliente 1690,Manta,VIP,2021-04-10
C01691,Cliente 1691,Cuenca,Retail,2022-03-06
C01692,Cliente 1692,Portoviejo,Corporativo,2021-07-04
C01693,Cliente 1693,Manta,Retail,2021-09-22
C01694,Cliente 1694,Guayaquil,VIP,2021-11-16
C01695,Cliente 1695,Manta,Mayorista,2023-08-29
C01696,Cliente 1696,Cuenca,Retail,2023-03-23
C01697,Cliente 1697,Montecristi,Mayorista,2023-03-07
C01698,Cliente 1698,Cuenca,Corporativo,2021-06-18
C01699,Cliente 1699,Cuenca,VIP,2021-10-25
C01700,Cliente 1700,Portoviejo,Corporativo,2022-11-27
C01701,Cliente 1701,Cuenca,Corporativo,2022-04-28
C01702,Cliente 1702,Montecristi,Corporativo,2021-07-25
C01703,Cliente 1703,Cuenca,Retail,2023-07-03
C01704,Cliente 1704,Quito,Mayorista,2021-02-20
C01705,Cliente 1705,Manta,Corporativo,2022-05-09
C01706,Cliente 1706,Manta,Corporativo,2023-09-15
